gene	trans	chrom	start	end	strand	feature	feature_number
HUWE1	NM_031407	chrX	53631550	53631795	-	CDS	26
HUWE1	NM_031407	chrX	53630329	53630462	-	CDS	27
HUWE1	NM_031407	chrX	53629525	53629619	-	CDS	28
HUWE1	NM_031407	chrX	53627078	53627269	-	CDS	29
HUWE1	NM_031407	chrX	53622147	53622363	-	CDS	30
HUWE1	NM_031407	chrX	53621459	53621581	-	CDS	31
HUWE1	NM_031407	chrX	53620324	53620561	-	CDS	32
HUWE1	NM_031407	chrX	53619358	53619588	-	CDS	33
HUWE1	NM_031407	chrX	53617960	53618082	-	CDS	34
HUWE1	NM_031407	chrX	53617364	53617459	-	CDS	35
HUWE1	NM_031407	chrX	53616507	53616776	-	CDS	36
HUWE1	NM_031407	chrX	53615342	53615494	-	CDS	37
HUWE1	NM_031407	chrX	53613742	53613869	-	CDS	38
HUWE1	NM_031407	chrX	53613450	53613531	-	CDS	39
HUWE1	NM_031407	chrX	53611972	53612148	-	CDS	40
HUWE1	NM_031407	chrX	53611146	53611305	-	CDS	41
HUWE1	NM_031407	chrX	53610518	53610876	-	CDS	42
HUWE1	NM_031407	chrX	53607791	53607986	-	CDS	43
HUWE1	NM_031407	chrX	53603860	53604027	-	CDS	44
HUWE1	NM_031407	chrX	53602603	53602748	-	CDS	45
HUWE1	NM_031407	chrX	53602115	53602181	-	CDS	46
HUWE1	NM_031407	chrX	53600710	53600924	-	CDS	47
HUWE1	NM_031407	chrX	53596576	53596787	-	CDS	48
HUWE1	NM_031407	chrX	53595652	53595834	-	CDS	49
HUWE1	NM_031407	chrX	53592028	53592200	-	CDS	50
HUWE1	NM_031407	chrX	53591535	53591683	-	CDS	51
HUWE1	NM_031407	chrX	53590707	53590782	-	CDS	52
HUWE1	NM_031407	chrX	53589792	53589890	-	CDS	53
HUWE1	NM_031407	chrX	53589072	53589205	-	CDS	54
HUWE1	NM_031407	chrX	53588717	53588885	-	CDS	55
HUWE1	NM_031407	chrX	53587149	53587377	-	CDS	56
HUWE1	NM_031407	chrX	53586315	53586493	-	CDS	57
HUWE1	NM_031407	chrX	53585932	53586021	-	CDS	58
HUWE1	NM_031407	chrX	53585616	53585770	-	CDS	59
HUWE1	NM_031407	chrX	53584343	53584388	-	CDS	60
HUWE1	NM_031407	chrX	53581594	53581881	-	CDS	61
HUWE1	NM_031407	chrX	53579599	53579854	-	CDS	62
HUWE1	NM_031407	chrX	53579272	53579402	-	CDS	63
HUWE1	NM_031407	chrX	53578227	53578441	-	CDS	64
HUWE1	NM_031407	chrX	53577862	53578150	-	CDS	65
HUWE1	NM_031407	chrX	53577627	53577729	-	CDS	66
HUWE1	NM_031407	chrX	53575920	53576466	-	CDS	67
HUWE1	NM_031407	chrX	53574634	53575234	-	CDS	68
HUWE1	NM_031407	chrX	53573665	53573786	-	CDS	69
HUWE1	NM_031407	chrX	53573397	53573553	-	CDS	70
HUWE1	NM_031407	chrX	53571990	53572122	-	CDS	71
HUWE1	NM_031407	chrX	53571521	53571723	-	CDS	72
HUWE1	NM_031407	chrX	53570802	53570929	-	CDS	73
HUWE1	NM_031407	chrX	53569404	53569500	-	CDS	74
HUWE1	NM_031407	chrX	53566618	53566773	-	CDS	75
HUWE1	NM_031407	chrX	53565796	53566041	-	CDS	76
HUWE1	NM_031407	chrX	53565298	53565415	-	CDS	77
HUWE1	NM_031407	chrX	53564517	53564657	-	CDS	78
HUWE1	NM_031407	chrX	53563341	53563628	-	CDS	79
HUWE1	NM_031407	chrX	53563108	53563213	-	CDS	80
HUWE1	NM_031407	chrX	53562345	53562462	-	CDS	81
HUWE1	NM_031407	chrX	53561477	53561658	-	CDS	82
HUWE1	NM_031407	chrX	53560968	53561158	-	CDS	83
HUWE1	NM_031407	chrX	53560273	53560372	-	CDS	84
HUWE1	NM_031407	chrX	53681049	53681051	-	start_codon	4
HUWE1	NM_031407	chrX	53560270	53560272	-	stop_codon	84
KANSL1	NM_001193466	chr17	44269785	44270148	-	exon	1
KANSL1	NM_001193466	chr17	44248221	44249598	-	exon	2
KANSL1	NM_001193466	chr17	44171926	44172067	-	exon	3
KANSL1	NM_001193466	chr17	44159807	44159908	-	exon	4
KANSL1	NM_001193466	chr17	44144915	44145033	-	exon	5
KANSL1	NM_001193466	chr17	44143903	44144098	-	exon	6
KANSL1	NM_001193466	chr17	44127899	44128070	-	exon	7
KANSL1	NM_001193466	chr17	44117068	44117250	-	exon	8
KANSL1	NM_001193466	chr17	44116393	44116581	-	exon	9
KANSL1	NM_001193466	chr17	44115904	44116052	-	exon	10
KANSL1	NM_001193466	chr17	44111527	44111651	-	exon	11
KANSL1	NM_001193466	chr17	44110769	44110826	-	exon	12
KANSL1	NM_001193466	chr17	44110446	44110558	-	exon	13
KANSL1	NM_001193466	chr17	44109413	44109665	-	exon	14
KANSL1	NM_001193466	chr17	44107282	44109069	-	exon	15
KANSL1	NM_001193466	chr17	44248221	44249509	-	CDS	2
KANSL1	NM_001193466	chr17	44171926	44172067	-	CDS	3
KANSL1	NM_001193466	chr17	44159807	44159908	-	CDS	4
KANSL1	NM_001193466	chr17	44144915	44145033	-	CDS	5
KANSL1	NM_001193466	chr17	44143903	44144098	-	CDS	6
KANSL1	NM_001193466	chr17	44127899	44128070	-	CDS	7
KANSL1	NM_001193466	chr17	44117068	44117250	-	CDS	8
KANSL1	NM_001193466	chr17	44116393	44116581	-	CDS	9
KANSL1	NM_001193466	chr17	44115904	44116052	-	CDS	10
KANSL1	NM_001193466	chr17	44111527	44111651	-	CDS	11
KANSL1	NM_001193466	chr17	44110769	44110826	-	CDS	12
KANSL1	NM_001193466	chr17	44110446	44110558	-	CDS	13
KANSL1	NM_001193466	chr17	44109413	44109665	-	CDS	14
KANSL1	NM_001193466	chr17	44108845	44109069	-	CDS	15
KANSL1	NM_001193466	chr17	44249507	44249509	-	start_codon	2
KANSL1	NM_001193466	chr17	44108842	44108844	-	stop_codon	15
MECP2	NM_004992	chrX	153363061	153363174	-	exon	1
MECP2	NM_004992	chrX	153357642	153357765	-	exon	2
MECP2	NM_004992	chrX	153297658	153298008	-	exon	3
MECP2	NM_004992	chrX	153287024	153296901	-	exon	4
MECP2	NM_004992	chrX	153357642	153357667	-	CDS	2
MECP2	NM_004992	chrX	153297658	153298008	-	CDS	3
MECP2	NM_004992	chrX	153295821	153296901	-	CDS	4
MECP2	NM_004992	chrX	153357665	153357667	-	start_codon	2
MECP2	NM_004992	chrX	153295818	153295820	-	stop_codon	4
MYH11	NM_002474	chr16	15950798	15950885	-	exon	1
MYH11	NM_002474	chr16	15931765	15932126	-	exon	2
MYH11	NM_002474	chr16	15917112	15917268	-	exon	3
MYH11	NM_002474	chr16	15892517	15892544	-	exon	4
MYH11	NM_002474	chr16	15880487	15880589	-	exon	5
MYH11	NM_002474	chr16	15876242	15876334	-	exon	6
MYH11	NM_002474	chr16	15872637	15872700	-	exon	7
MYH11	NM_002474	chr16	15869935	15870033	-	exon	8
MYH11	NM_002474	chr16	15865426	15865569	-	exon	9
MYH11	NM_002474	chr16	15857653	15857748	-	exon	10
MYH11	NM_002474	chr16	15854397	15854515	-	exon	11
MYH11	NM_002474	chr16	15853433	15853585	-	exon	12
MYH11	NM_002474	chr16	15851684	15851857	-	exon	13
MYH11	NM_002474	chr16	15850198	15850371	-	exon	14
MYH11	NM_002474	chr16	15847251	15847365	-	exon	15
MYH11	NM_002474	chr16	15843995	15844188	-	exon	16
MYH11	NM_002474	chr16	15841904	15842025	-	exon	17
MYH11	NM_002474	chr16	15841731	15841800	-	exon	18
MYH11	NM_002474	chr16	15841427	15841587	-	exon	19
MYH11	NM_002474	chr16	15838986	15839094	-	exon	20
MYH11	NM_002474	chr16	15835617	15835748	-	exon	21
MYH11	NM_002474	chr16	15835320	15835526	-	exon	22
MYH11	NM_002474	chr16	15833908	15834045	-	exon	23
MYH11	NM_002474	chr16	15832422	15832545	-	exon	24
MYH11	NM_002474	chr16	15831306	15831477	-	exon	25
MYH11	NM_002474	chr16	15829223	15829435	-	exon	26
MYH11	NM_002474	chr16	15826421	15826565	-	exon	27
MYH11	NM_002474	chr16	15820705	15820911	-	exon	28
MYH11	NM_002474	chr16	15818745	15818849	-	exon	29
MYH11	NM_002474	chr16	15818504	15818656	-	exon	30
MYH11	NM_002474	chr16	15818018	15818266	-	exon	31
MYH11	NM_002474	chr16	15815279	15815491	-	exon	32
MYH11	NM_002474	chr16	15814696	15814908	-	exon	33
MYH11	NM_002474	chr16	15814008	15814169	-	exon	34
MYH11	NM_002474	chr16	15813442	15813570	-	exon	35
MYH11	NM_002474	chr16	15813077	15813165	-	exon	36
MYH11	NM_002474	chr16	15812172	15812295	-	exon	37
MYH11	NM_002474	chr16	15810997	15811205	-	exon	38
MYH11	NM_002474	chr16	15809021	15809129	-	exon	39
MYH11	NM_002474	chr16	15808766	15808938	-	exon	40
MYH11	NM_002474	chr16	15796992	15797980	-	exon	41
MYH11	NM_002474	chr16	15931765	15932109	-	CDS	2
MYH11	NM_002474	chr16	15917112	15917268	-	CDS	3
MYH11	NM_002474	chr16	15892517	15892544	-	CDS	4
MYH11	NM_002474	chr16	15880487	15880589	-	CDS	5
MYH11	NM_002474	chr16	15876242	15876334	-	CDS	6
MYH11	NM_002474	chr16	15872637	15872700	-	CDS	7
MYH11	NM_002474	chr16	15869935	15870033	-	CDS	8
MYH11	NM_002474	chr16	15865426	15865569	-	CDS	9
MYH11	NM_002474	chr16	15857653	15857748	-	CDS	10
MYH11	NM_002474	chr16	15854397	15854515	-	CDS	11
MYH11	NM_002474	chr16	15853433	15853585	-	CDS	12
MYH11	NM_002474	chr16	15851684	15851857	-	CDS	13
MYH11	NM_002474	chr16	15850198	15850371	-	CDS	14
MYH11	NM_002474	chr16	15847251	15847365	-	CDS	15
MYH11	NM_002474	chr16	15843995	15844188	-	CDS	16
MYH11	NM_002474	chr16	15841904	15842025	-	CDS	17
MYH11	NM_002474	chr16	15841731	15841800	-	CDS	18
MYH11	NM_002474	chr16	15841427	15841587	-	CDS	19
MYH11	NM_002474	chr16	15838986	15839094	-	CDS	20
MYH11	NM_002474	chr16	15835617	15835748	-	CDS	21
MYH11	NM_002474	chr16	15835320	15835526	-	CDS	22
MYH11	NM_002474	chr16	15833908	15834045	-	CDS	23
MYH11	NM_002474	chr16	15832422	15832545	-	CDS	24
MYH11	NM_002474	chr16	15831306	15831477	-	CDS	25
MYH11	NM_002474	chr16	15829223	15829435	-	CDS	26
MYH11	NM_002474	chr16	15826421	15826565	-	CDS	27
MYH11	NM_002474	chr16	15820705	15820911	-	CDS	28
MYH11	NM_002474	chr16	15818745	15818849	-	CDS	29
MYH11	NM_002474	chr16	15818504	15818656	-	CDS	30
MYH11	NM_002474	chr16	15818018	15818266	-	CDS	31
MYH11	NM_002474	chr16	15815279	15815491	-	CDS	32
MYH11	NM_002474	chr16	15814696	15814908	-	CDS	33
MYH11	NM_002474	chr16	15814008	15814169	-	CDS	34
MYH11	NM_002474	chr16	15813442	15813570	-	CDS	35
MYH11	NM_002474	chr16	15813077	15813165	-	CDS	36
MYH11	NM_002474	chr16	15812172	15812295	-	CDS	37
MYH11	NM_002474	chr16	15810997	15811205	-	CDS	38
MYH11	NM_002474	chr16	15809021	15809129	-	CDS	39
MYH11	NM_002474	chr16	15808766	15808938	-	CDS	40
MYH11	NM_002474	chr16	15797851	15797980	-	CDS	41
MYH11	NM_002474	chr16	15932107	15932109	-	start_codon	2
MYH11	NM_002474	chr16	15797848	15797850	-	stop_codon	41
NF1	NM_000267	chr17	29421945	29422387	+	exon	1
NF1	NM_000267	chr17	29483001	29483144	+	exon	2
NF1	NM_000267	chr17	29486028	29486111	+	exon	3
NF1	NM_000267	chr17	29490204	29490394	+	exon	4
NF1	NM_000267	chr17	29496909	29497015	+	exon	5
NF1	NM_000267	chr17	29508440	29508507	+	exon	6
NF1	NM_000267	chr17	29508728	29508803	+	exon	7
NF1	NM_000267	chr17	29509526	29509683	+	exon	8
NF1	NM_000267	chr17	29527440	29527613	+	exon	9
NF1	NM_000267	chr17	29528055	29528177	+	exon	10
NF1	NM_000267	chr17	29528429	29528503	+	exon	11
NF1	NM_000267	chr17	29533258	29533389	+	exon	12
NF1	NM_000267	chr17	29541469	29541603	+	exon	13
NF1	NM_000267	chr17	29546023	29546136	+	exon	14
NF1	NM_000267	chr17	29548868	29548947	+	exon	15
NF1	NM_000267	chr17	29550462	29550585	+	exon	16
NF1	NM_000267	chr17	29552113	29552268	+	exon	17
NF1	NM_000267	chr17	29553453	29553702	+	exon	18
NF1	NM_000267	chr17	29554236	29554309	+	exon	19
NF1	NM_000267	chr17	29554541	29554624	+	exon	20
NF1	NM_000267	chr17	29556043	29556483	+	exon	21
NF1	NM_000267	chr17	29556853	29556992	+	exon	22
NF1	NM_000267	chr17	29557278	29557400	+	exon	23
NF1	NM_000267	chr17	29557860	29557943	+	exon	24
NF1	NM_000267	chr17	29559091	29559207	+	exon	25
NF1	NM_000267	chr17	29559718	29559899	+	exon	26
NF1	NM_000267	chr17	29560020	29560231	+	exon	27
NF1	NM_000267	chr17	29562629	29562790	+	exon	28
NF1	NM_000267	chr17	29562936	29563039	+	exon	29
NF1	NM_000267	chr17	29576002	29576137	+	exon	30
NF1	NM_000267	chr17	29585362	29585520	+	exon	31
NF1	NM_000267	chr17	29586050	29586147	+	exon	32
NF1	NM_000267	chr17	29587387	29587533	+	exon	33
NF1	NM_000267	chr17	29588729	29588875	+	exon	34
NF1	NM_000267	chr17	29592247	29592357	+	exon	35
NF1	NM_000267	chr17	29652838	29653270	+	exon	36
NF1	NM_000267	chr17	29654517	29654857	+	exon	37
NF1	NM_000267	chr17	29657314	29657516	+	exon	38
NF1	NM_000267	chr17	29661856	29662049	+	exon	39
NF1	NM_000267	chr17	29663351	29663491	+	exon	40
NF1	NM_000267	chr17	29663653	29663932	+	exon	41
NF1	NM_000267	chr17	29664386	29664600	+	exon	42
NF1	NM_000267	chr17	29664837	29664898	+	exon	43
NF1	NM_000267	chr17	29665043	29665157	+	exon	44
NF1	NM_000267	chr17	29665722	29665823	+	exon	45
NF1	NM_000267	chr17	29667523	29667663	+	exon	46
NF1	NM_000267	chr17	29670027	29670153	+	exon	47
NF1	NM_000267	chr17	29676138	29676269	+	exon	48
NF1	NM_000267	chr17	29677201	29677336	+	exon	49
NF1	NM_000267	chr17	29679275	29679432	+	exon	50
NF1	NM_000267	chr17	29683478	29683600	+	exon	51
NF1	NM_000267	chr17	29683978	29684108	+	exon	52
NF1	NM_000267	chr17	29684287	29684387	+	exon	53
NF1	NM_000267	chr17	29685498	29685640	+	exon	54
NF1	NM_000267	chr17	29685987	29686033	+	exon	55
NF1	NM_000267	chr17	29687505	29687721	+	exon	56
NF1	NM_000267	chr17	29701031	29704695	+	exon	57
NF1	NM_000267	chr17	29422328	29422387	+	CDS	1
NF1	NM_000267	chr17	29483001	29483144	+	CDS	2
NF1	NM_000267	chr17	29486028	29486111	+	CDS	3
NF1	NM_000267	chr17	29490204	29490394	+	CDS	4
NF1	NM_000267	chr17	29496909	29497015	+	CDS	5
NF1	NM_000267	chr17	29508440	29508507	+	CDS	6
NF1	NM_000267	chr17	29508728	29508803	+	CDS	7
NF1	NM_000267	chr17	29509526	29509683	+	CDS	8
NF1	NM_000267	chr17	29527440	29527613	+	CDS	9
NF1	NM_000267	chr17	29528055	29528177	+	CDS	10
NF1	NM_000267	chr17	29528429	29528503	+	CDS	11
NF1	NM_000267	chr17	29533258	29533389	+	CDS	12
NF1	NM_000267	chr17	29541469	29541603	+	CDS	13
NF1	NM_000267	chr17	29546023	29546136	+	CDS	14
NF1	NM_000267	chr17	29548868	29548947	+	CDS	15
NF1	NM_000267	chr17	29550462	29550585	+	CDS	16
NF1	NM_000267	chr17	29552113	29552268	+	CDS	17
NF1	NM_000267	chr17	29553453	29553702	+	CDS	18
NF1	NM_000267	chr17	29554236	29554309	+	CDS	19
NF1	NM_000267	chr17	29554541	29554624	+	CDS	20
NF1	NM_000267	chr17	29556043	29556483	+	CDS	21
NF1	NM_000267	chr17	29556853	29556992	+	CDS	22
NF1	NM_000267	chr17	29557278	29557400	+	CDS	23
NF1	NM_000267	chr17	29557860	29557943	+	CDS	24
NF1	NM_000267	chr17	29559091	29559207	+	CDS	25
NF1	NM_000267	chr17	29559718	29559899	+	CDS	26
NF1	NM_000267	chr17	29560020	29560231	+	CDS	27
NF1	NM_000267	chr17	29562629	29562790	+	CDS	28
NF1	NM_000267	chr17	29562936	29563039	+	CDS	29
NF1	NM_000267	chr17	29576002	29576137	+	CDS	30
NF1	NM_000267	chr17	29585362	29585520	+	CDS	31
NF1	NM_000267	chr17	29586050	29586147	+	CDS	32
NF1	NM_000267	chr17	29587387	29587533	+	CDS	33
NF1	NM_000267	chr17	29588729	29588875	+	CDS	34
NF1	NM_000267	chr17	29592247	29592357	+	CDS	35
NF1	NM_000267	chr17	29652838	29653270	+	CDS	36
NF1	NM_000267	chr17	29654517	29654857	+	CDS	37
NF1	NM_000267	chr17	29657314	29657516	+	CDS	38
NF1	NM_000267	chr17	29661856	29662049	+	CDS	39
NF1	NM_000267	chr17	29663351	29663491	+	CDS	40
NF1	NM_000267	chr17	29663653	29663932	+	CDS	41
NF1	NM_000267	chr17	29664386	29664600	+	CDS	42
NF1	NM_000267	chr17	29664837	29664898	+	CDS	43
NF1	NM_000267	chr17	29665043	29665157	+	CDS	44
NF1	NM_000267	chr17	29665722	29665823	+	CDS	45
NF1	NM_000267	chr17	29667523	29667663	+	CDS	46
NF1	NM_000267	chr17	29670027	29670153	+	CDS	47
NF1	NM_000267	chr17	29676138	29676269	+	CDS	48
NF1	NM_000267	chr17	29677201	29677336	+	CDS	49
NF1	NM_000267	chr17	29679275	29679432	+	CDS	50
NF1	NM_000267	chr17	29683478	29683600	+	CDS	51
NF1	NM_000267	chr17	29683978	29684108	+	CDS	52
NF1	NM_000267	chr17	29684287	29684387	+	CDS	53
NF1	NM_000267	chr17	29685498	29685640	+	CDS	54
NF1	NM_000267	chr17	29685987	29686033	+	CDS	55
NF1	NM_000267	chr17	29687505	29687721	+	CDS	56
NF1	NM_000267	chr17	29701031	29701170	+	CDS	57
NF1	NM_000267	chr17	29422328	29422330	+	start_codon	1
NF1	NM_000267	chr17	29701171	29701173	+	stop_codon	57
NIPA1	NM_144599	chr15	23086234	23086424	-	exon	1
NIPA1	NM_144599	chr15	23062272	23062319	-	exon	2
NIPA1	NM_144599	chr15	23060815	23060905	-	exon	3
NIPA1	NM_144599	chr15	23052595	23052755	-	exon	4
NIPA1	NM_144599	chr15	23043279	23049340	-	exon	5
NIPA1	NM_144599	chr15	23086234	23086411	-	CDS	1
NIPA1	NM_144599	chr15	23062272	23062319	-	CDS	2
NIPA1	NM_144599	chr15	23060815	23060905	-	CDS	3
NIPA1	NM_144599	chr15	23052595	23052755	-	CDS	4
NIPA1	NM_144599	chr15	23048832	23049340	-	CDS	5
NIPA1	NM_144599	chr15	23086409	23086411	-	start_codon	1
NIPA1	NM_144599	chr15	23048829	23048831	-	stop_codon	5
NPHP1	NM_000272	chr2	110962477	110962590	-	exon	1
NPHP1	NM_000272	chr2	110958998	110959071	-	exon	2
NPHP1	NM_000272	chr2	110937201	110937261	-	exon	3
NPHP1	NM_000272	chr2	110936000	110936124	-	exon	4
NPHP1	NM_000272	chr2	110927383	110927575	-	exon	5
NPHP1	NM_000272	chr2	110926029	110926130	-	exon	6
NPHP1	NM_000272	chr2	110922629	110922732	-	exon	7
NPHP1	NM_000272	chr2	110922097	110922307	-	exon	8
NPHP1	NM_000272	chr2	110920625	110920712	-	exon	9
NPHP1	NM_000272	chr2	110919180	110919274	-	exon	10
NPHP1	NM_000272	chr2	110917704	110917832	-	exon	11
NPHP1	NM_000272	chr2	110907759	110907833	-	exon	12
NPHP1	NM_000272	chr2	110905493	110905603	-	exon	13
NPHP1	NM_000272	chr2	110904330	110904412	-	exon	14
NPHP1	NM_000272	chr2	110902070	110902146	-	exon	15
NPHP1	NM_000272	chr2	110901119	110901218	-	exon	16
NPHP1	NM_000272	chr2	110889256	110889368	-	exon	17
NPHP1	NM_000272	chr2	110886763	110886836	-	exon	18
NPHP1	NM_000272	chr2	110883214	110883258	-	exon	19
NPHP1	NM_000272	chr2	110880925	110881640	-	exon	20
NPHP1	NM_000272	chr2	110962477	110962545	-	CDS	1
NPHP1	NM_000272	chr2	110958998	110959071	-	CDS	2
NPHP1	NM_000272	chr2	110937201	110937261	-	CDS	3
NPHP1	NM_000272	chr2	110936000	110936124	-	CDS	4
NPHP1	NM_000272	chr2	110927383	110927575	-	CDS	5
NPHP1	NM_000272	chr2	110926029	110926130	-	CDS	6
NPHP1	NM_000272	chr2	110922629	110922732	-	CDS	7
NPHP1	NM_000272	chr2	110922097	110922307	-	CDS	8
NPHP1	NM_000272	chr2	110920625	110920712	-	CDS	9
NPHP1	NM_000272	chr2	110919180	110919274	-	CDS	10
NPHP1	NM_000272	chr2	110917704	110917832	-	CDS	11
NPHP1	NM_000272	chr2	110907759	110907833	-	CDS	12
NPHP1	NM_000272	chr2	110905493	110905603	-	CDS	13
NPHP1	NM_000272	chr2	110904330	110904412	-	CDS	14
NPHP1	NM_000272	chr2	110902070	110902146	-	CDS	15
NPHP1	NM_000272	chr2	110901119	110901218	-	CDS	16
NPHP1	NM_000272	chr2	110889256	110889368	-	CDS	17
NPHP1	NM_000272	chr2	110886763	110886836	-	CDS	18
NPHP1	NM_000272	chr2	110883214	110883258	-	CDS	19
NPHP1	NM_000272	chr2	110881371	110881640	-	CDS	20
NPHP1	NM_000272	chr2	110962543	110962545	-	start_codon	1
NPHP1	NM_000272	chr2	110881368	110881370	-	stop_codon	20
NRXN1	NM_001135659	chr2	51259119	51259270	-	exon	1
NRXN1	NM_001135659	chr2	51254640	51256332	-	exon	2
NRXN1	NM_001135659	chr2	51253509	51253607	-	exon	3
NRXN1	NM_001135659	chr2	51153076	51153093	-	exon	4
NRXN1	NM_001135659	chr2	51149796	51149825	-	exon	5
NRXN1	NM_001135659	chr2	51149007	51149018	-	exon	6
NRXN1	NM_001135659	chr2	50850452	50850753	-	exon	7
NRXN1	NM_001135659	chr2	50848343	50848387	-	exon	8
NRXN1	NM_001135659	chr2	50847160	50847321	-	exon	9
NRXN1	NM_001135659	chr2	50779725	50780163	-	exon	10
NRXN1	NM_001135659	chr2	50765391	50765774	-	exon	11
NRXN1	NM_001135659	chr2	50758365	50758568	-	exon	12
NRXN1	NM_001135659	chr2	50755763	50755789	-	exon	13
NRXN1	NM_001135659	chr2	50733633	50733755	-	exon	14
NRXN1	NM_001135659	chr2	50724471	50724852	-	exon	15
NRXN1	NM_001135659	chr2	50723043	50723233	-	exon	16
NRXN1	NM_001135659	chr2	50699436	50699609	-	exon	17
NRXN1	NM_001135659	chr2	50692580	50692699	-	exon	18
NRXN1	NM_001135659	chr2	50463927	50464108	-	exon	19
NRXN1	NM_001135659	chr2	50318461	50318632	-	exon	20
NRXN1	NM_001135659	chr2	50282093	50282182	-	exon	21
NRXN1	NM_001135659	chr2	50280409	50280728	-	exon	22
NRXN1	NM_001135659	chr2	50170842	50170929	-	exon	23
NRXN1	NM_001135659	chr2	50145641	50149389	-	exon	24
NRXN1	NM_001135659	chr2	51254640	51255411	-	CDS	2
NRXN1	NM_001135659	chr2	51253509	51253607	-	CDS	3
NRXN1	NM_001135659	chr2	51153076	51153093	-	CDS	4
NRXN1	NM_001135659	chr2	51149796	51149825	-	CDS	5
NRXN1	NM_001135659	chr2	51149007	51149018	-	CDS	6
NRXN1	NM_001135659	chr2	50850452	50850753	-	CDS	7
NRXN1	NM_001135659	chr2	50848343	50848387	-	CDS	8
NRXN1	NM_001135659	chr2	50847160	50847321	-	CDS	9
NRXN1	NM_001135659	chr2	50779725	50780163	-	CDS	10
NRXN1	NM_001135659	chr2	50765391	50765774	-	CDS	11
NRXN1	NM_001135659	chr2	50758365	50758568	-	CDS	12
NRXN1	NM_001135659	chr2	50755763	50755789	-	CDS	13
NRXN1	NM_001135659	chr2	50733633	50733755	-	CDS	14
NRXN1	NM_001135659	chr2	50724471	50724852	-	CDS	15
NRXN1	NM_001135659	chr2	50723043	50723233	-	CDS	16
NRXN1	NM_001135659	chr2	50699436	50699609	-	CDS	17
NRXN1	NM_001135659	chr2	50692580	50692699	-	CDS	18
NRXN1	NM_001135659	chr2	50463927	50464108	-	CDS	19
NRXN1	NM_001135659	chr2	50318461	50318632	-	CDS	20
NRXN1	NM_001135659	chr2	50282093	50282182	-	CDS	21
NRXN1	NM_001135659	chr2	50280409	50280728	-	CDS	22
NRXN1	NM_001135659	chr2	50170842	50170929	-	CDS	23
NRXN1	NM_001135659	chr2	50149085	50149389	-	CDS	24
NRXN1	NM_001135659	chr2	51255409	51255411	-	start_codon	2
NRXN1	NM_001135659	chr2	50149082	50149084	-	stop_codon	24
NSD1	NM_022455	chr5	176560774	176560953	+	exon	1
NSD1	NM_022455	chr5	176562088	176563031	+	exon	2
NSD1	NM_022455	chr5	176618885	176619020	+	exon	3
NSD1	NM_022455	chr5	176631121	176631293	+	exon	4
NSD1	NM_022455	chr5	176636637	176639196	+	exon	5
NSD1	NM_022455	chr5	176662822	176662946	+	exon	6
NSD1	NM_022455	chr5	176665238	176665508	+	exon	7
NSD1	NM_022455	chr5	176666757	176666866	+	exon	8
NSD1	NM_022455	chr5	176671196	176671271	+	exon	9
NSD1	NM_022455	chr5	176673679	176673797	+	exon	10
NSD1	NM_022455	chr5	176675182	176675325	+	exon	11
NSD1	NM_022455	chr5	176678731	176678854	+	exon	12
NSD1	NM_022455	chr5	176683952	176684152	+	exon	13
NSD1	NM_022455	chr5	176686990	176687169	+	exon	14
NSD1	NM_022455	chr5	176694563	176694719	+	exon	15
NSD1	NM_022455	chr5	176696603	176696808	+	exon	16
NSD1	NM_022455	chr5	176700673	176700785	+	exon	17
NSD1	NM_022455	chr5	176707566	176707835	+	exon	18
NSD1	NM_022455	chr5	176709466	176709582	+	exon	19
NSD1	NM_022455	chr5	176710788	176710929	+	exon	20
NSD1	NM_022455	chr5	176715820	176715926	+	exon	21
NSD1	NM_022455	chr5	176718955	176719159	+	exon	22
NSD1	NM_022455	chr5	176720833	176727214	+	exon	23
NSD1	NM_022455	chr5	176562105	176563031	+	CDS	2
NSD1	NM_022455	chr5	176618885	176619020	+	CDS	3
NSD1	NM_022455	chr5	176631121	176631293	+	CDS	4
NSD1	NM_022455	chr5	176636637	176639196	+	CDS	5
NSD1	NM_022455	chr5	176662822	176662946	+	CDS	6
NSD1	NM_022455	chr5	176665238	176665508	+	CDS	7
NSD1	NM_022455	chr5	176666757	176666866	+	CDS	8
NSD1	NM_022455	chr5	176671196	176671271	+	CDS	9
NSD1	NM_022455	chr5	176673679	176673797	+	CDS	10
NSD1	NM_022455	chr5	176675182	176675325	+	CDS	11
NSD1	NM_022455	chr5	176678731	176678854	+	CDS	12
NSD1	NM_022455	chr5	176683952	176684152	+	CDS	13
NSD1	NM_022455	chr5	176686990	176687169	+	CDS	14
NSD1	NM_022455	chr5	176694563	176694719	+	CDS	15
NSD1	NM_022455	chr5	176696603	176696808	+	CDS	16
NSD1	NM_022455	chr5	176700673	176700785	+	CDS	17
NSD1	NM_022455	chr5	176707566	176707835	+	CDS	18
NSD1	NM_022455	chr5	176709466	176709582	+	CDS	19
NSD1	NM_022455	chr5	176710788	176710929	+	CDS	20
NSD1	NM_022455	chr5	176715820	176715926	+	CDS	21
NSD1	NM_022455	chr5	176718955	176719159	+	CDS	22
NSD1	NM_022455	chr5	176720833	176722457	+	CDS	23
NSD1	NM_022455	chr5	176562105	176562107	+	start_codon	2
NSD1	NM_022455	chr5	176722458	176722460	+	stop_codon	23
