#chrom	start	end	freq
chr13	72308332	72308605	0.0309
chr13	72309273	72309707	0.0309
chr13	72473724	72480997	0.0108
chr13	72476988	72489787	0.4743
chr13	72477196	72480375	0.0692
chr13	72477201	72482481	0.4851
chr13	72708034	72709215	0.0062
chr13	72807454	72813719	0.1029
chr13	72838309	72849159	0.129
chr13	72839424	72846932	0.0645
chr13	72842897	72847072	0.5239
chr13	72845584	72846900	0.6136
chr13	72845584	72846900	0.7324
chr13	72893501	72898500	0.009
chr13	72956516	72957222	0.0052
chr13	72956694	72957049	0.2377
chr13	73299566	73300477	0.036
chr13	73720945	73724792	0.0611
chr13	74074431	74076021	1
chr13	74074906	74075286	0.2459
chr13	74357216	74360269	0.0071
chr13	74383448	74383912	0.0206
chr13	74479408	74479952	0.0129
chr13	74930709	74931150	0.0206
chr13	75000086	75006537	0.0246
chr13	75561958	75562394	0.0309
chr13	75625199	75625300	0.0056
chr13	75809234	75810995	0.0066
chr13	76107422	76121306	0.0467
chr13	76111087	76117768	0.0148
chr13	76209699	76211118	0.0065
chr13	76275069	76275520	0.0309
chr13	76608302	76613420	0.0148
chr13	76610840	76612996	0.0051
chr13	76639220	76639723	0.0485
chr13	76963936	76964296	0.0126
chr13	77054018	77054475	0.0206
chr13	78171270	78172191	0.0187
chr13	78234232	78235405	0.0386
chr13	78454145	78459692	0.0694
chr13	78578915	78581193	0.3608
chr13	78594090	78594525	0.21
chr13	78764923	78767868	0.0416
chr13	78806408	78808807	0.0084
chr13	78997564	78998899	0.3435
chr13	79202854	79208540	0.0132
chr13	79660892	79661602	0.0058
chr13	79661068	79661425	0.3008
chr13	79966332	79966471	0.0167
chr13	80081216	80081980	0.0069
chr13	80081375	80081727	0.4082
chr13	80531686	80532084	0.2066
chr13	80678127	80678822	0.0408
chr13	80678291	80678663	0.0371
chr13	80681001	80686542	0.0138
chr13	81280238	81281201	0.0523
chr13	81747255	81747583	0.2828
chr13	81805001	81815594	0.0889
chr13	81889192	81889407	0.0094
chr13	82355472	82355944	0.2784
chr13	82693731	82694976	0.0133
chr13	82889198	82889555	0.4141
chr13	82968434	82968811	0.0165
chr13	83161193	83173000	0.2022
chr13	83179264	83179952	0.0081
chr13	83179416	83179806	0.5
chr13	83202854	83203241	0.0722
chr13	83209594	83214144	0.0101
chr13	83557591	83564036	0.0066
chr13	83580058	83580802	0.2997
chr13	83580334	83580664	0.2165
chr13	83787963	83792653	0.0109
chr13	83801195	83801494	0.0994
chr13	83949114	83949533	0.1579
chr13	84050412	84051606	0.0076
chr13	84100122	84167340	0.0088
chr13	84127089	84130807	0.0288
chr13	85048183	85049680	0.0114
chr13	85056643	85057050	0.0093
chr13	85274645	85282949	0.025
chr13	85712619	85713923	0.016
chr13	85800145	85802707	0.0114
chr13	85800085	85804087	0.0435
chr13	85929481	85929784	0.1434
chr13	85936686	85937687	0.3244
chr13	86579380	86580331	0.0072
chr13	86651939	86652560	0.0206
chr13	86672657	86677107	0.0856
chr13	86674082	86675526	0.0847
chr13	86915653	86915917	1
chr13	87155148	87155712	0.0259
chr13	87409201	87418497	0.0732
chr13	87451419	87453551	0.0211
chr13	89003266	89003619	0.3939
chr13	89073077	89073733	0.0515
chr13	89073214	89073569	0.0278
chr13	89253398	89253828	0.0069
chr13	89372010	89372822	0.5773
chr13	89372366	89372448	0.08
chr13	89421833	89423282	0.1073
chr13	89421841	89423282	0.3659
chr13	89926214	89926274	0.08
chr13	90248453	90249730	0.0055
chr13	90421122	90421832	0.0412
chr13	90421373	90421508	0.0619
chr13	90862318	90865486	0.4842
chr13	90862712	90865381	0.0305
chr13	90862866	90864719	0.0104
chr13	90910887	90914153	0.0058
chr13	91023226	91027652	0.0138
chr13	91159857	91160490	1
chr13	91160002	91160312	0.0162
chr13	91538766	91540040	0.013
chr13	91901930	91904843	0.0203
chr13	91999635	92001437	0.0104
chr13	92111437	92112137	0.0714
chr13	92111707	92111835	0.0996
chr13	92279068	92279670	0.0912
chr13	92386317	92394392	0.0434
chr13	92575980	92586920	0.22
chr13	92641006	92641371	0.0075
chr13	92711464	92715382	0.0074
chr13	93000098	93000388	0.0375
chr13	93009206	93018908	0.0332
chr13	93056820	93057466	0.0943
chr13	93243648	93246039	0.025
chr13	93244573	93245965	0.0221
chr13	93462398	93471647	0.0168
chr13	93747730	93748303	0.0515
chr13	93882890	93884360	0.0412
chr13	93883568	93883659	0.025
chr13	94392029	94392781	0.0825
chr13	95003326	95004679	0.0055
chr13	95044885	95045029	1
chr13	95154269	95154500	0.1122
chr13	95196945	95202000	0.0064
chr13	95363104	95365838	0.0052
chr13	95848686	95849120	0.0408
chr13	96019828	96026542	0.0647
chr13	96164030	96164510	0.007
chr13	96633246	96633933	0.0069
chr13	96633421	96633785	0.6129
chr13	96742204	96743379	0.0091
chr13	96918599	96926010	0.0095
chr13	98085324	98087217	0.0052
chr13	98103651	98108500	0.0408
chr13	98409905	98410408	0.0195
chr13	98527866	98533830	0.015
chr13	98721054	98721742	0.0544
chr13	98721226	98721629	0.6652
chr13	98794555	98796472	0.0052
chr13	99228371	99230266	0.0097
chr13	99254001	99261328	0.2454
chr13	99254423	99258552	0.0286
chr13	99254223	99257146	0.0761
chr13	99330239	99330656	0.0412
chr13	99623702	99623897	0.1455
chr13	99677977	99678789	0.2165
chr13	100129160	100129647	0.0391
chr13	100129339	100129580	0.0309
chr13	101205398	101208789	0.0055
chr13	101209219	101211552	0.0055
chr13	101625328	101626461	0.0825
chr13	101625773	101625945	0.0139
chr13	101638530	101638995	0.0515
chr13	101891459	101897243	0.0585
chr13	101894025	101896628	0.4357
chr13	101894125	101896733	0.0376
chr13	101906900	101907339	0.2281
chr13	102455747	102456151	0.0206
chr13	102790392	102791066	0.732
chr13	102790539	102790940	0.0722
chr13	102813710	102814222	0.0408
chr13	102813911	102814051	0.0101
chr13	102886563	102886876	0.1673
chr13	103875493	103875588	0.0162
chr13	103931629	103931967	0.1382
chr13	104009845	104010182	0.438
chr13	104090332	104093680	0.0767
chr13	104091705	104092326	0.746
chr13	104144375	104144709	0.2143
chr13	104253360	104253676	0.0208
chr13	104275811	104280165	0.0247
chr13	104276860	104278410	0.0057
chr13	104606315	104607695	0.0183
chr13	104806395	104810642	0.0211
chr13	104883047	104883908	0.0254
chr13	105161205	105161574	0.3838
chr13	105176232	105177848	0.0206
chr13	105390831	105392851	0.0104
chr13	105420772	105420965	0.0834
chr13	105708074	105708458	0.4742
chr13	105953449	105956570	0.0057
chr13	106249770	106250757	0.1134
chr13	106250149	106250316	0.0321
chr13	106449250	106449980	0.3337
chr13	107222638	107223209	0.2165
chr13	107700908	107701452	0.0063
chr13	107711721	107713652	0.0105
chr13	107924526	107924877	0.3737
chr13	108191306	108191850	0.0152
chr13	108332888	108333217	0.0206
chr13	108559959	108562037	0.2891
chr13	108560528	108561609	0.1814
chr13	108937950	108952468	0.0093
chr13	108943034	108953092	0.0087
chr13	108946962	108951999	0.1865
chr13	109361238	109363051	0.0091
chr13	109361642	109362540	0.3183
chr13	109361772	109362545	0.3239
chr13	109649485	109649905	0.0206
chr13	110221088	110222607	0.017
chr13	110221487	110222099	0.0206
chr13	110221650	110222462	0.0446
chr13	110417229	110419333	0.0096
chr13	110417229	110419401	0.1508
chr13	110417976	110419403	0.0073
chr13	110432701	110440305	0.0254
chr13	110664264	110665673	0.1286
chr13	110673610	110675199	0.0406
chr13	110812451	110812859	0.0162
chr13	110905577	110905857	0.0515
chr13	110959300	110961245	0.0071
chr13	110965811	110966236	0.3299
chr13	111007500	111008390	0.0368
chr13	111037655	111038593	0.0882
chr13	111061056	111061599	0.0306
chr13	111061080	111061361	0.1267
chr13	111109048	111109790	0.0206
chr13	111148895	111149159	0.0556
chr13	111149697	111150473	0.0206
chr13	111328765	111330478	0.0177
chr13	111329397	111330419	0.0196
chr13	111329771	111330368	0.101
chr13	111329967	111330147	0.0206
chr13	111479418	111479616	0.0287
chr13	111559224	111559865	1
chr13	111559382	111559679	0.0185
chr13	111565996	111568215	0.0065
chr13	111587081	111589639	0.026
chr13	111704224	111705367	0.2958
chr13	111704324	111704967	0.4101
chr13	111991459	111994629	0.4048
chr13	112054269	112054935	0.0619
chr13	112093756	112093882	0.149
chr13	112093730	112094193	0.0412
chr13	112220156	112220785	0.0412
chr13	112573107	112573196	0.0167
chr13	112613984	112614888	0.4021
chr13	112669257	112670307	0.0065
chr13	112669257	112670619	0.0863
chr13	112669570	112670275	0.1241
chr13	112690706	112691802	0.0368
chr13	112800343	112804424	0.0797
chr13	112818610	112818881	0.0096
chr13	112832705	112833083	0.0122
chr13	112848706	112852313	0.119
chr13	112850684	112851381	0.0076
chr13	112850705	112851882	0.0092
chr13	112850894	112851317	0.0928
chr13	112868906	112869102	0.0391
chr13	112868918	112870206	0.1456
chr13	112868918	112870206	0.0117
chr13	112931678	112967677	0.0052
chr13	112932353	112943323	0.013
chr13	112943244	112943653	0.0206
chr13	113104113	113104610	0.0206
chr13	113194047	113195094	0.125
chr13	113194024	113194635	0.0306
chr13	113263147	113267835	0.0387
chr13	113311710	113312277	0.0412
chr13	113324987	113326409	0.0238
chr13	113330633	113331101	0.0206
chr13	113410085	113410303	0.1134
chr13	113415326	113416300	0.3402
chr13	113421118	113421819	0.0745
chr13	113421186	113421837	0.0448
chr13	113440036	113441096	0.0732
chr13	113440263	113440783	0.0412
chr13	113444341	113444450	0.0167
chr13	113457993	113458250	0.0226
chr13	113458136	113458870	0.0695
chr13	113498526	113500539	0.0505
chr13	113517825	113519691	0.3884
chr13	113549142	113549253	0.0167
chr13	113643291	113644182	0.0309
chr13	113665573	113667843	0.0952
chr13	113679108	113680578	0.018
chr13	113739956	113740197	0.0232
chr13	113761001	113765278	0.0365
chr13	113761610	113763466	0.0368
chr13	113765569	113766456	0.0206
chr13	113766755	113767361	0.025
chr13	113790883	113791320	0.111
chr13	113796699	113797140	0.0362
chr13	113861685	113865336	0.0052
chr13	113990769	113991357	0.3711
chr13	114000129	114000829	0.0515
chr13	114000233	114002302	0.022
chr13	114029223	114046345	0.8387
chr13	114029077	114039210	0.2714
chr13	114030662	114034797	0.3091
chr13	114031267	114037776	0.037
chr13	114031883	114037918	0.0068
chr13	114032955	114034971	0.0286
chr13	114046273	114055000	0.0134
chr13	114067026	114067501	0.0735
chr13	114089780	114090254	0.1237
chr13	114090643	114091147	0.3388
chr13	114160433	114160693	0.0845
chr13	114168708	114169119	0.0912
chr13	114168810	114168969	0.0174
chr13	114195380	114195952	0.0309
chr13	114195359	114196734	0.1324
chr13	114214477	114214758	0.1126
chr13	114218701	114220542	0.0968
chr13	114218600	114220220	0.0306
chr13	114219323	114220123	0.0843
chr13	114237830	114238175	0.0206
chr13	114492524	114493794	0.0294
chr13	114492939	114493635	0.2511
chr13	114505191	114507537	0.0982
chr13	114505615	114506750	0.0357
chr13	114504993	114547400	0.008
chr13	114531883	114532207	0.0104
chr13	114541830	114542741	0.2784
chr13	114544305	114545255	0.0368
chr13	114544595	114544969	0.0515
chr13	114544401	114549177	0.0877
chr13	114578749	114580072	0.1397
chr13	114601301	114603669	1
chr13	114616567	114617479	0.0368
chr13	114762917	114774813	0.0101
chr13	114770459	114773268	0.0084
chr13	114770029	114773194	0.011
chr13	114771651	114773109	0.0053
chr13	114795912	114796020	0.0104
chr13	114848976	114852885	0.1395
chr13	114868865	114869867	0.1463
chr13	114885106	114886070	0.1222
chr13	114903501	114906492	0.036
chr13	114916406	114931086	0.006
chr13	114920295	114922500	0.0488
chr13	114920798	114921897	0.0448
chr13	114963794	114965849	0.0078
chr13	114990561	114992197	0.0889
chr14	19000001	19060900	0.0488
chr14	19000219	19220072	0.22
chr14	19002112	20456434	0.0413
chr14	19189577	19325108	0.122
chr14	19275245	19303881	0.228
chr14	19002112	20425401	0.0061
chr14	19368903	19471918	0.0096
chr14	19357834	19771474	0.3731
chr14	19402242	19474972	0.0057
chr14	19422533	19475125	0.0091
chr14	19436103	19474972	0.0348
chr14	19442908	19475125	0.0271
chr14	19454586	19475125	0.0258
chr14	19461500	19471728	0.1109
chr14	19462320	19469848	0.3357
chr14	19491749	19552644	0.0299
chr14	19553365	19590700	1
chr14	19551168	19728841	0.4146
chr14	19593334	19602774	0.22
chr14	19437975	20435374	0.0572
chr14	19676917	19864216	0.0488
chr14	19715393	19745758	0.0732
chr14	19562127	20425401	0.0078
chr14	19754140	19781728	0.275
chr14	19780172	19802572	0.0299
chr14	19781372	19817087	0.0732
chr14	19788310	19806487	0.275
chr14	19771474	20105305	0.0448
chr14	19780172	19970208	0.1045
chr14	19817487	19819284	0.0825
chr14	19817959	19833941	0.22
chr14	19828844	19854921	0.0488
chr14	19772018	20427613	0.0282
chr14	20021009	20191821	0.0597
chr14	20085860	20095174	1
chr14	20084995	20168800	0.1127
chr14	20023852	20427601	0.0215
chr14	20157843	20200182	0.0313
chr14	20177210	20445618	0.0677
chr14	20184360	20425848	0.0688
chr14	20319689	20425848	0.1048
chr14	20375931	20379622	0.0312
chr14	20417541	20426742	0.0098
chr14	20518215	20553272	0.0314
chr14	20542421	20556643	0.6452
chr14	20550087	20556757	0.5743
chr14	20549093	20555178	0.0217
chr14	20553865	20555233	0.1206
chr14	21338459	21432455	0.032
chr14	21357758	21398660	0.0235
chr14	21377300	21379531	0.0498
chr14	21418111	21426800	0.0364
chr14	21536080	21536625	0.0224
chr14	21650801	21651969	0.1649
chr14	21753105	21754659	0.0101
chr14	21778069	21778428	0.6079
chr14	21895540	21895705	0.0619
chr14	21920957	21922251	0.0187
chr14	21952194	21955404	0.595
chr14	22026269	22036282	0.0421
chr14	22029944	22031758	0.0684
chr14	22048414	22059023	0.0145
chr14	22315506	22384509	0.0234
chr14	22392703	22393508	0.0182
chr14	22419825	22421059	0.0857
chr14	22582683	22583762	0.0429
chr14	22420174	22995788	0.0072
chr14	22616043	22974280	0.0331
chr14	22774270	22775831	1
chr14	22774685	22775429	0.1526
chr14	22774749	22775556	0.1286
chr14	22881090	22882566	1
chr14	22881632	22882354	0.7158
chr14	22881700	22882230	0.0078
chr14	22905725	22921280	0.0093
chr14	22910707	22917851	0.0067
chr14	23023153	23023241	0.0167
chr14	23052216	23053556	0.0144
chr14	23092105	23099284	0.0335
chr14	23094845	23098551	0.0193
chr14	23104900	23110179	0.1927
chr14	23108020	23109341	0.126
chr14	23107949	23110595	0.0271
chr14	23109476	23110804	0.0273
chr14	23172599	23174263	0.0206
chr14	23173042	23173477	0.6186
chr14	23173142	23173368	0.0412
chr14	23505496	23505785	0.0719
chr14	23922075	23922835	0.6266
chr14	24174978	24175345	0.2347
chr14	24186788	24187416	0.007
chr14	24394118	24394958	0.433
chr14	24394552	24394628	0.0051
chr14	24422900	24439549	0.0052
chr14	24423582	24501001	0.0207
chr14	24445622	24452688	0.0192
chr14	24476336	24485167	0.0184
chr14	24477478	24485167	0.0142
chr14	24503854	24523979	1
chr14	24932426	24933450	0.0309
chr14	24932583	24932798	0.2394
chr14	25262148	25263226	0.1353
chr14	25611441	25613757	0.0279
chr14	25806269	25809788	0.0246
chr14	26005781	26006062	0.1388
chr14	26147100	26147475	0.1599
chr14	26283447	26284850	0.2
chr14	26283716	26285010	0.1174
chr14	26284082	26284779	0.0857
chr14	26284292	26284779	0.1039
chr14	26590096	26593002	0.1797
chr14	26591091	26592350	0.0229
chr14	26701523	26702030	0.0508
chr14	27469954	27472462	0.0152
chr14	27479649	27493212	0.0055
chr14	28211005	28331926	0.1558
chr14	28666595	28675823	0.0215
chr14	28668373	28671157	0.0081
chr14	28869045	28873180	0.4224
chr14	28869865	28871521	0.029
chr14	29117629	29118558	0.0258
chr14	29126854	29128146	0.0054
chr14	29727367	29729186	1
chr14	29728015	29728882	0.4503
chr14	30295405	30295584	0.0412
chr14	30558331	30559055	0.2371
chr14	30558587	30558923	0.0928
chr14	30817188	30819455	0.0072
chr14	30986473	30986857	0.3033
chr14	31262987	31263330	0.6566
chr14	31458781	31459578	0.0117
chr14	31813177	31814588	0.0206
chr14	31813718	31814249	1
chr14	31813871	31814068	0.3807
chr14	31942838	31943522	0.0428
chr14	31942939	31943320	0.1
chr14	32214706	32216582	0.0121
chr14	32951944	32958780	0.5806
chr14	32953263	32954522	0.9294
chr14	33310146	33318302	0.0206
chr14	33391955	33392421	0.2496
chr14	33941731	33942545	0.0721
chr14	34012912	34013406	0.0206
chr14	34290024	34290392	0.0517
chr14	34472088	34472488	0.0206
chr14	34513922	34514866	0.3462
chr14	34674473	34674967	0.0174
chr14	35017000	35022783	0.0226
chr14	35108886	35125619	0.1081
chr14	35114637	35122518	0.0372
chr14	35304149	35306820	0.0113
chr14	35305141	35305806	0.0636
chr14	35305291	35305641	0.1138
chr14	35398626	35399181	0.2474
chr14	35401246	35401913	0.3516
chr14	35428001	35432893	0.0596
chr14	35428820	35429777	0.0383
chr14	35507625	35509625	0.2497
chr14	35605145	35616500	0.1705
chr14	35605876	35611552	0.1598
chr14	35702275	35702881	0.0951
chr14	35896076	35898914	0.0086
chr14	36002608	36004777	0.0078
chr14	36417048	36419380	0.5366
chr14	36672026	36675399	0.0111
chr14	37636596	37639567	0.006
chr14	37769601	37771200	1
chr14	38132515	38139214	0.0405
chr14	38134679	38139214	0.0999
chr14	38245038	38245646	1
chr14	38245228	38245474	0.0162
chr14	38358810	38368184	0.0085
chr14	38643430	38643979	0.1784
chr14	38801335	38803614	0.0097
chr14	38962305	38966286	0.012
chr14	39004241	39005317	0.0153
chr14	39004499	39005038	0.4348
chr14	39058852	39059515	0.2165
chr14	39631919	39633323	0.0637
chr14	39746877	39746953	0.08
chr14	40097990	40100981	0.0639
chr14	40608324	40619076	0.2723
chr14	40613869	40619471	0.2364
chr14	40869915	40873932	0.0195
chr14	41122382	41122503	0.0081
chr14	41599390	41692931	0.0625
chr14	41616206	41674903	0.0368
chr14	41951648	41952368	0.2165
chr14	41951929	41951995	0.08
chr14	42210186	42211630	0.0297
chr14	42277542	42277901	0.0662
chr14	42486316	42486650	0.1951
chr14	42650902	42651296	0.1387
chr14	42760880	42761551	0.0855
chr14	42878827	42880426	0.0206
chr14	42982113	42996601	0.0088
chr14	42986690	42994536	0.75
chr14	42986661	42992974	0.169
chr14	42987478	42996368	0.0057
chr14	43182812	43185287	0.0148
chr14	43372873	43373346	0.2447
chr14	43549773	43550258	0.4124
chr14	43898955	43899991	0.6186
chr14	43899419	43899540	0.0067
chr14	44488567	44536408	0.0069
chr14	44714144	44721140	0.0123
chr14	45066982	45067271	0.0093
chr14	45169402	45235160	0.0097
chr14	45385461	45385721	0.0206
chr14	45595467	45597427	0.0139
chr14	45610942	45613142	0.0121
chr14	45753937	46024979	0.0075
chr14	45921293	45935209	0.006
chr14	46577893	46578271	0.3265
chr14	46588956	46591084	0.0312
chr14	46601718	46608975	0.0094
chr14	46629376	46630410	0.049
chr14	46830347	46830593	0.1084
chr14	47434062	47434464	0.0116
chr14	47671001	47678500	0.0052
chr14	47705664	47717954	0.0316
chr14	48224031	48286588	0.0055
chr14	48334197	48334623	0.0404
chr14	48730075	48732026	0.0195
chr14	48763836	48764192	0.2007
chr14	48826809	48827152	0.2954
chr14	49086930	49087336	0.0206
chr14	49331225	49334005	0.0227
chr14	49940791	49943148	0.0199
chr14	49958038	49959106	0.0722
chr14	49958413	49958662	0.2316
chr14	50000947	50001076	0.0055
chr14	50002946	50003672	0.0309
chr14	50118853	50119124	0.0052
chr14	50539956	50542153	0.3416
chr14	50824720	50827884	0.6341
chr14	51090723	51091776	0.0075
chr14	51408815	51409638	0.3599
chr14	51601217	51601830	0.0208
chr14	51601418	51601714	0.0206
chr14	52206581	52246833	0.22
chr14	52378282	52379031	0.2041
chr14	52404094	52404711	0.0412
chr14	52404332	52404470	0.0788
chr14	52594593	52595033	0.0902
chr14	52756782	52757162	0.0813
chr14	53026218	53031816	0.0056
chr14	53252436	53255177	0.0371
chr14	53709187	53710979	0.007
chr14	54564039	54564409	0.5455
chr14	54710083	54714171	0.1842
chr14	55328370	55330139	0.0051
chr14	55750808	55752132	0.0665
chr14	56202421	56205828	0.0187
chr14	57031054	57031767	0.0168
chr14	57031201	57031555	0.0309
chr14	57509655	57510307	0.0133
chr14	57566757	57572972	0.0468
chr14	58273937	58275423	0.0215
chr14	58322558	58325607	0.0113
chr14	58360489	58363739	0.0057
chr14	58401396	58405279	0.0308
chr14	59040779	59042182	0.0096
chr14	59524423	59525018	0.0722
chr14	59524670	59524893	0.0515
chr14	59524773	59525014	0.1741
chr14	59545256	59545637	0.4464
chr14	59555664	59555969	0.0125
chr14	59883354	59884344	0.4761
chr14	60341318	60343383	0.3471
chr14	60737204	60737572	0.0825
chr14	61057932	61059981	0.2351
chr14	61148678	61156595	0.0257
chr14	61655307	61655432	0.0167
chr14	62277012	62277660	0.0309
chr14	62292770	62293893	0.0117
chr14	63061272	63065849	0.0257
chr14	63621546	63621933	0.0197
chr14	63723545	63726382	0.0188
chr14	63723625	63725019	0.1123
chr14	63724095	63724654	0.0058
chr14	63787161	63787546	0.2383
chr14	63887472	63887808	0.278
chr14	64016303	64017781	0.0242
chr14	64033668	64034171	0.0144
chr14	64793930	64794399	0.0206
chr14	65360222	65363601	0.428
chr14	65527101	65527549	0.1507
chr14	65606299	65608194	0.285
chr14	65706758	65713027	0.0114
chr14	65732599	65742879	0.0161
chr14	65834840	65835487	0.1554
chr14	66068001	66079900	0.0186
chr14	66077899	66077970	1
chr14	66448858	66449745	0.0059
chr14	66810621	66810962	0.2042
chr14	67932019	67932175	0.0368
chr14	67984105	67985120	0.1463
chr14	68002812	68004284	0.0195
chr14	68129444	68130347	0.0069
chr14	68169401	68181608	1
chr14	68370656	68374615	0.0066
chr14	68376988	68377175	0.0056
chr14	68602325	68604366	0.7566
chr14	68602934	68603876	0.655
chr14	68994999	68995802	0.2474
chr14	68995379	68995468	0.0058
chr14	70012571	70032826	0.0277
chr14	70016400	70023673	0.1026
chr14	70391483	70392008	0.0309
chr14	70572599	70574880	0.007
chr14	70686916	70689524	0.0351
chr14	70687940	70689416	0.15
chr14	70690021	70690352	0.2451
chr14	70798415	70798559	0.0412
chr14	71320757	71321443	0.0722
chr14	71320954	71321306	0.0092
chr14	71437805	71438188	0.3984
chr14	71450193	71451434	0.021
chr14	71535317	71535590	0.0886
chr14	71689939	71690303	0.0291
chr14	72490572	72491048	0.1443
chr14	72490793	72490843	0.0051
chr14	73332753	73333867	0.0371
chr14	73526501	73532042	0.0221
chr14	73545737	73547150	0.0403
chr14	73551947	73552271	0.0443
chr14	73953709	73954092	0.0542
chr14	73989218	74053730	0.0057
chr14	73994688	74017579	0.0307
chr14	73995761	74031034	0.3553
chr14	73995761	74020979	0.006
chr14	74000646	74005850	0.0078
chr14	73992772	74031492	0.0371
chr14	74001451	74003666	0.0571
chr14	74002504	74003207	0.1645
chr14	74003928	74013029	0.0645
chr14	74004047	74015639	0.018
chr14	73992255	74052456	0.0461
chr14	74006707	74024007	0.395
chr14	74009890	74026458	0.037
chr14	74012525	74016339	0.0216
chr14	74015846	74051429	0.1045
chr14	74015974	74056531	0.0083
chr14	74022246	74040600	0.0056
chr14	74026995	74041567	0.0302
chr14	74031396	74050302	0.0137
chr14	74239001	74248852	0.016
chr14	74240149	74245681	0.0193
chr14	74288219	74288434	0.0154
chr14	74517730	74519238	0.0242
chr14	74545333	74546055	0.0226
chr14	75519875	75525519	0.0325
chr14	75658931	75659375	0.0192
chr14	75784555	75785985	0.0507
chr14	75874438	75875487	0.0858
chr14	76091529	76093716	0.0191
chr14	76313059	76314916	0.0109
chr14	76389550	76392994	0.1354
chr14	76559788	76560611	0.2784
chr14	76813578	76814394	0.6193
chr14	76898922	76899256	0.0589
chr14	76997606	76999386	0.0228
chr14	77193218	77194148	0.2165
chr14	77193730	77193797	0.0206
chr14	77434253	77435339	0.0094
chr14	77443676	77445776	0.0322
chr14	77701563	77702076	0.2062
chr14	78124955	78125062	0.0608
chr14	78249869	78250279	0.0248
chr14	78249671	78250418	0.0336
chr14	78295136	78297130	0.0346
chr14	78548924	78549599	0.2062
chr14	78617463	78617647	0.0078
chr14	78720144	78720571	0.007
chr14	78786077	78792004	0.0147
chr14	78828221	78828609	0.4747
chr14	79156377	79166221	0.0175
chr14	79160430	79165608	0.0061
chr14	79347302	79349296	0.0234
chr14	79554290	79554923	0.0858
chr14	79653734	79654235	0.0515
chr14	79653905	79654098	0.0076
chr14	79981186	79982050	0.0776
chr14	80104576	80115500	0.1859
chr14	80105679	80115419	0.0214
chr14	80225195	80230892	0.0312
chr14	80312036	80312138	0.0309
chr14	80481240	80481693	0.0726
chr14	81469100	81469434	0.2062
chr14	81597005	81597483	0.015
chr14	81775167	81775285	0.0206
chr14	81877399	81880746	0.2736
chr14	82498154	82505485	0.4592
chr14	82499126	82504842	0.1143
chr14	82995470	82997503	0.146
chr14	83019588	83019899	0.252
chr14	83154519	83155469	0.0374
chr14	83203917	83206863	0.033
chr14	83337300	83339307	0.0462
chr14	83352110	83352501	0.0165
chr14	83386681	83386939	0.0308
chr14	83422286	83437617	0.0087
chr14	83434741	83437528	0.1373
chr14	83635266	83637237	1
chr14	83635809	83636557	0.101
chr14	83798730	83799707	0.0121
chr14	83852001	83852484	0.451
chr14	83900391	83900511	0.0052
chr14	84042501	84051500	0.0063
chr14	84119910	84122149	0.0066
chr14	84370144	84371378	0.0124
chr14	84406586	84410087	0.0412
chr14	84433622	84441212	0.0089
chr14	84605637	84605908	0.0385
chr14	85062060	85063077	0.0368
chr14	85138964	85139803	0.4039
chr14	85139149	85139743	0.0704
chr14	85139248	85139622	0.0695
chr14	85153870	85154497	0.1633
chr14	85154009	85154326	0.0475
chr14	85291485	85303092	0.0578
chr14	85296876	85303548	0.2571
chr14	85296876	85302251	0.0253
chr14	85359969	85365012	0.01
chr14	85404185	85407130	0.0094
chr14	86130492	86132173	0.0075
chr14	86149519	86153603	0.0108
chr14	86193010	86193085	0.08
chr14	86201034	86204897	0.018
chr14	86280259	86312390	0.0065
chr14	86280220	86337612	0.0064
chr14	86314178	86314456	0.0309
chr14	86342813	86343188	0.0714
chr14	86451770	86500099	0.0189
chr14	86460977	86489093	0.009
chr14	86540381	86578981	0.0053
chr14	86753299	86753564	0.0191
chr14	87052864	87054917	0.0596
chr14	87410130	87410552	0.0206
chr14	87858040	87858395	0.374
chr14	88058674	88058893	0.0167
chr14	88889232	88890717	0.0206
chr14	88889864	88890370	1
chr14	88889970	88890236	0.0259
chr14	89408807	89409145	0.0266
chr14	89826726	89830411	0.0057
chr14	90142187	90147460	0.0086
chr14	90876421	90877285	0.007
chr14	90900345	90901834	0.0051
chr14	90991683	90992397	0.075
chr14	91039731	91039943	0.0401
chr14	91759239	91760208	0.0515
chr14	92866522	92869883	0.015
chr14	92954634	92955173	0.0206
chr14	92954856	92955066	0.0306
chr14	93443895	93445180	0.0189
chr14	93524467	93527075	0.0136
chr14	93581225	93582877	0.0097
chr14	93621915	93626806	0.0113
chr14	93712434	93713151	0.7097
chr14	93712488	93713176	0.1707
chr14	93884132	93889006	0.0466
chr14	94188339	94188830	0.0515
chr14	94360077	94360824	0.0722
chr14	94454182	94455476	0.0948
chr14	94638638	94639967	0.0126
chr14	95404614	95405335	0.0113
chr14	95414190	95419000	0.0312
chr14	95796192	95796978	0.0074
chr14	95841308	95841634	0.0909
chr14	95889682	95890060	0.0309
chr14	96081162	96082543	0.0078
chr14	96253730	96254184	0.0206
chr14	96393997	96394362	0.0093
chr14	96581531	96581879	0.0183
chr14	96831143	96832741	0.0069
chr14	97175174	97175407	0.0412
chr14	97175183	97175585	0.0333
chr14	97212819	97212903	0.025
chr14	97390007	97390443	0.3608
chr14	98220914	98223131	0.0296
chr14	98744578	98745685	0.0058
chr14	98774457	98774892	0.0756
chr14	98783202	98785312	0.4033
