name	critical_chrom	critical_start	critical_end	critical_width	probe_number	interval	center	chrom	start	end	width	exclude_if	cnvplex_1K	cnvplex_10K	cnvplex_100K	cnvplex_200K
14-chr3_195762648_197280451-L	chr3	195762648	197280451	1517804	4	455341	195838538	chr3	195762648	195914428	151781	chr3:195610868-196066208	14-chr3_195762648_197280451-L,chr3:195837538-195839538	14-chr3_195762648_197280451-L,chr3:195828538-195848538	14-chr3_195762648_197280451-L,chr3:195762648-195914428	.
14-chr3_195762648_197280451-R	chr3	195762648	197280451	1517804	4	455341	197204561	chr3	197128671	197280451	151781	chr3:196976891-197432231	14-chr3_195762648_197280451-R,chr3:197203561-197205561	14-chr3_195762648_197280451-R,chr3:197194561-197214561	14-chr3_195762648_197280451-R,chr3:197128671-197280451	.
14-chr3_195762648_197280451-M0	chr3	195762648	197280451	1517804	4	455341	196293879	chr3	196202811	196384947	182137	chr3:196066209-196521549	14-chr3_195762648_197280451-M0,chr3:196292879-196294879	14-chr3_195762648_197280451-M0,chr3:196283879-196303879	14-chr3_195762648_197280451-M0,chr3:196202811-196384947	.
14-chr3_195762648_197280451-M1	chr3	195762648	197280451	1517804	4	455341	196749220	chr3	196658152	196840288	182137	chr3:196521550-196976890	14-chr3_195762648_197280451-M1,chr3:196748220-196750220	14-chr3_195762648_197280451-M1,chr3:196739220-196759220	14-chr3_195762648_197280451-M1,chr3:196658152-196840288	.
15-chr4_143413_1399150-L	chr4	143413	1399150	1255738	4	376721	206199	chr4	143413	268985	125573	chr4:17839-394559	15-chr4_143413_1399150-L,chr4:205199-207199	15-chr4_143413_1399150-L,chr4:196199-216199	15-chr4_143413_1399150-L,chr4:143413-268985	.
15-chr4_143413_1399150-R	chr4	143413	1399150	1255738	4	376721	1336364	chr4	1273578	1399150	125573	chr4:1148004-1524724	15-chr4_143413_1399150-R,chr4:1335364-1337364	15-chr4_143413_1399150-R,chr4:1326364-1346364	15-chr4_143413_1399150-R,chr4:1273578-1399150	.
15-chr4_143413_1399150-M0	chr4	143413	1399150	1255738	4	376721	582920	chr4	507576	658264	150689	chr4:394560-771280	15-chr4_143413_1399150-M0,chr4:581920-583920	15-chr4_143413_1399150-M0,chr4:572920-592920	15-chr4_143413_1399150-M0,chr4:507576-658264	.
15-chr4_143413_1399150-M1	chr4	143413	1399150	1255738	4	376721	959641	chr4	884297	1034985	150689	chr4:771281-1148001	15-chr4_143413_1399150-M1,chr4:958641-960641	15-chr4_143413_1399150-M1,chr4:949641-969641	15-chr4_143413_1399150-M1,chr4:884297-1034985	.
15-chr4_1806405_2010761-L	chr4	1806405	2010761	204357	3	91961	1816622	chr4	1806405	1826839	20435	chr4:1770642-1862602	15-chr4_1806405_2010761-L,chr4:1815622-1817622	15-chr4_1806405_2010761-L,chr4:1806622-1826622	.	.
15-chr4_1806405_2010761-R	chr4	1806405	2010761	204357	3	91961	2000544	chr4	1990327	2010761	20435	chr4:1954564-2046524	15-chr4_1806405_2010761-R,chr4:1999544-2001544	15-chr4_1806405_2010761-R,chr4:1990544-2010544	.	.
15-chr4_1806405_2010761-M0	chr4	1806405	2010761	204357	3	91961	1908583	chr4	1890191	1926975	36785	chr4:1862603-1954563	15-chr4_1806405_2010761-M0,chr4:1907583-1909583	15-chr4_1806405_2010761-M0,chr4:1898583-1918583	.	.
16-chr4_83319614_83608796-L	chr4	83319614	83608796	289183	3	130132	83334073	chr4	83319614	83348532	28919	chr4:83269007-83399139	16-chr4_83319614_83608796-L,chr4:83333073-83335073	16-chr4_83319614_83608796-L,chr4:83324073-83344073	.	.
16-chr4_83319614_83608796-R	chr4	83319614	83608796	289183	3	130132	83594337	chr4	83579878	83608796	28919	chr4:83529271-83659403	16-chr4_83319614_83608796-R,chr4:83593337-83595337	16-chr4_83319614_83608796-R,chr4:83584337-83604337	.	.
16-chr4_83319614_83608796-M0	chr4	83319614	83608796	289183	3	130132	83464205	chr4	83438179	83490231	52053	chr4:83399139-83529271	16-chr4_83319614_83608796-M0,chr4:83463205-83465205	16-chr4_83319614_83608796-M0,chr4:83454205-83474205	.	.
17-chr4_87100001_92800000-L	chr4	87100001	92800000	5700000	6	1026000	87385001	chr4	87100001	87670001	570001	chr4:86872001-87898001	17-chr4_87100001_92800000-L,chr4:87384001-87386001	17-chr4_87100001_92800000-L,chr4:87375001-87395001	17-chr4_87100001_92800000-L,chr4:87285001-87485001	17-chr4_87100001_92800000-L,chr4:87185001-87585001
17-chr4_87100001_92800000-R	chr4	87100001	92800000	5700000	6	1026000	92515001	chr4	92230001	92800001	570001	chr4:92002001-93028001	17-chr4_87100001_92800000-R,chr4:92514001-92516001	17-chr4_87100001_92800000-R,chr4:92505001-92525001	17-chr4_87100001_92800000-R,chr4:92415001-92615001	17-chr4_87100001_92800000-R,chr4:92315001-92715001
17-chr4_87100001_92800000-M0	chr4	87100001	92800000	5700000	6	1026000	88411001	chr4	88205801	88616201	410401	chr4:87898001-88924001	17-chr4_87100001_92800000-M0,chr4:88410001-88412001	17-chr4_87100001_92800000-M0,chr4:88401001-88421001	17-chr4_87100001_92800000-M0,chr4:88311001-88511001	17-chr4_87100001_92800000-M0,chr4:88211001-88611001
17-chr4_87100001_92800000-M1	chr4	87100001	92800000	5700000	6	1026000	89437001	chr4	89231801	89642201	410401	chr4:88924001-89950001	17-chr4_87100001_92800000-M1,chr4:89436001-89438001	17-chr4_87100001_92800000-M1,chr4:89427001-89447001	17-chr4_87100001_92800000-M1,chr4:89337001-89537001	17-chr4_87100001_92800000-M1,chr4:89237001-89637001
17-chr4_87100001_92800000-M2	chr4	87100001	92800000	5700000	6	1026000	90463001	chr4	90257801	90668201	410401	chr4:89950001-90976001	17-chr4_87100001_92800000-M2,chr4:90462001-90464001	17-chr4_87100001_92800000-M2,chr4:90453001-90473001	17-chr4_87100001_92800000-M2,chr4:90363001-90563001	17-chr4_87100001_92800000-M2,chr4:90263001-90663001
17-chr4_87100001_92800000-M3	chr4	87100001	92800000	5700000	6	1026000	91489001	chr4	91283801	91694201	410401	chr4:90976001-92002001	17-chr4_87100001_92800000-M3,chr4:91488001-91490001	17-chr4_87100001_92800000-M3,chr4:91479001-91499001	17-chr4_87100001_92800000-M3,chr4:91389001-91589001	17-chr4_87100001_92800000-M3,chr4:91289001-91689001
18-chr4_185160684_190469337-L	chr4	185160684	190469337	5308654	6	955557	185426116	chr4	185160684	185691548	530865	chr4:184948338-185903894	18-chr4_185160684_190469337-L,chr4:185425116-185427116	18-chr4_185160684_190469337-L,chr4:185416116-185436116	18-chr4_185160684_190469337-L,chr4:185326116-185526116	18-chr4_185160684_190469337-L,chr4:185226116-185626116
18-chr4_185160684_190469337-R	chr4	185160684	190469337	5308654	6	955557	190203905	chr4	189938473	190469337	530865	chr4:189726127-190681683	18-chr4_185160684_190469337-R,chr4:190202905-190204905	18-chr4_185160684_190469337-R,chr4:190193905-190213905	18-chr4_185160684_190469337-R,chr4:190103905-190303905	18-chr4_185160684_190469337-R,chr4:190003905-190403905
18-chr4_185160684_190469337-M0	chr4	185160684	190469337	5308654	6	955557	186381673	chr4	186190562	186572784	382223	chr4:185903895-186859451	18-chr4_185160684_190469337-M0,chr4:186380673-186382673	18-chr4_185160684_190469337-M0,chr4:186371673-186391673	18-chr4_185160684_190469337-M0,chr4:186281673-186481673	18-chr4_185160684_190469337-M0,chr4:186190562-186572784
18-chr4_185160684_190469337-M1	chr4	185160684	190469337	5308654	6	955557	187337230	chr4	187146119	187528341	382223	chr4:186859452-187815008	18-chr4_185160684_190469337-M1,chr4:187336230-187338230	18-chr4_185160684_190469337-M1,chr4:187327230-187347230	18-chr4_185160684_190469337-M1,chr4:187237230-187437230	18-chr4_185160684_190469337-M1,chr4:187146119-187528341
18-chr4_185160684_190469337-M2	chr4	185160684	190469337	5308654	6	955557	188292787	chr4	188101676	188483898	382223	chr4:187815009-188770565	18-chr4_185160684_190469337-M2,chr4:188291787-188293787	18-chr4_185160684_190469337-M2,chr4:188282787-188302787	18-chr4_185160684_190469337-M2,chr4:188192787-188392787	18-chr4_185160684_190469337-M2,chr4:188101676-188483898
18-chr4_185160684_190469337-M3	chr4	185160684	190469337	5308654	6	955557	189248344	chr4	189057233	189439455	382223	chr4:188770566-189726122	18-chr4_185160684_190469337-M3,chr4:189247344-189249344	18-chr4_185160684_190469337-M3,chr4:189238344-189258344	18-chr4_185160684_190469337-M3,chr4:189148344-189348344	18-chr4_185160684_190469337-M3,chr4:189057233-189439455
19-chr5_1217536_1659250-L	chr5	1217536	1659250	441715	3	198772	1239621	chr5	1217536	1261706	44171	chr5:1140236-1339006	19-chr5_1217536_1659250-L,chr5:1238621-1240621	19-chr5_1217536_1659250-L,chr5:1229621-1249621	.	.
19-chr5_1217536_1659250-R	chr5	1217536	1659250	441715	3	198772	1637165	chr5	1615080	1659250	44171	chr5:1537780-1736550	19-chr5_1217536_1659250-R,chr5:1636165-1638165	19-chr5_1217536_1659250-R,chr5:1627165-1647165	.	.
19-chr5_1217536_1659250-M0	chr5	1217536	1659250	441715	3	198772	1438393	chr5	1398639	1478147	79509	chr5:1339008-1537778	19-chr5_1217536_1659250-M0,chr5:1437393-1439393	19-chr5_1217536_1659250-M0,chr5:1428393-1448393	.	.
20-chr5_175890496_177013961-L	chr5	175890496	177013961	1123466	4	337039	175946669	chr5	175890496	176002842	112347	chr5:175778150-176115188	20-chr5_175890496_177013961-L,chr5:175945669-175947669	20-chr5_175890496_177013961-L,chr5:175936669-175956669	20-chr5_175890496_177013961-L,chr5:175890496-176002842	.
20-chr5_175890496_177013961-R	chr5	175890496	177013961	1123466	4	337039	176957788	chr5	176901615	177013961	112347	chr5:176789269-177126307	20-chr5_175890496_177013961-R,chr5:176956788-176958788	20-chr5_175890496_177013961-R,chr5:176947788-176967788	20-chr5_175890496_177013961-R,chr5:176901615-177013961	.
20-chr5_175890496_177013961-M0	chr5	175890496	177013961	1123466	4	337039	176283708	chr5	176216301	176351115	134815	chr5:176115189-176452227	20-chr5_175890496_177013961-M0,chr5:176282708-176284708	20-chr5_175890496_177013961-M0,chr5:176273708-176293708	20-chr5_175890496_177013961-M0,chr5:176216301-176351115	.
20-chr5_175890496_177013961-M1	chr5	175890496	177013961	1123466	4	337039	176620747	chr5	176553340	176688154	134815	chr5:176452228-176789266	20-chr5_175890496_177013961-M1,chr5:176619747-176621747	20-chr5_175890496_177013961-M1,chr5:176610747-176630747	20-chr5_175890496_177013961-M1,chr5:176553340-176688154	.
21-chr6_383951_1951585-L	chr6	383951	1951585	1567635	4	470290	462332	chr6	383951	540713	156763	chr6:227187-697477	21-chr6_383951_1951585-L,chr6:461332-463332	21-chr6_383951_1951585-L,chr6:452332-472332	21-chr6_383951_1951585-L,chr6:383951-540713	.
21-chr6_383951_1951585-R	chr6	383951	1951585	1567635	4	470290	1873204	chr6	1794823	1951585	156763	chr6:1638059-2108349	21-chr6_383951_1951585-R,chr6:1872204-1874204	21-chr6_383951_1951585-R,chr6:1863204-1883204	21-chr6_383951_1951585-R,chr6:1794823-1951585	.
21-chr6_383951_1951585-M0	chr6	383951	1951585	1567635	4	470290	932622	chr6	838564	1026680	188117	chr6:697477-1167767	21-chr6_383951_1951585-M0,chr6:931622-933622	21-chr6_383951_1951585-M0,chr6:922622-942622	21-chr6_383951_1951585-M0,chr6:838564-1026680	.
21-chr6_383951_1951585-M1	chr6	383951	1951585	1567635	4	470290	1402912	chr6	1308854	1496970	188117	chr6:1167767-1638057	21-chr6_383951_1951585-M1,chr6:1401912-1403912	21-chr6_383951_1951585-M1,chr6:1392912-1412912	21-chr6_383951_1951585-M1,chr6:1308854-1496970	.
22-chr6_7578012_7581802-L	chr6	7578012	7581802	3791	3	1706	7578201	chr6	7578012	7578390	379	chr6:7577349-7579053	22-chr6_7578012_7581802-L,chr6:7578012-7578390	.	.	.
22-chr6_7578012_7581802-R	chr6	7578012	7581802	3791	3	1706	7581613	chr6	7581424	7581802	379	chr6:7580761-7582465	22-chr6_7578012_7581802-R,chr6:7581424-7581802	.	.	.
22-chr6_7578012_7581802-M0	chr6	7578012	7581802	3791	3	1706	7579907	chr6	7579566	7580248	683	chr6:7579055-7580759	22-chr6_7578012_7581802-M0,chr6:7579566-7580248	.	.	.
24-chr6_170088905_170892302-L	chr6	170088905	170892302	803398	3	361529	170129074	chr6	170088905	170169243	80339	chr6:169948310-170309838	24-chr6_170088905_170892302-L,chr6:170128074-170130074	24-chr6_170088905_170892302-L,chr6:170119074-170139074	.	.
24-chr6_170088905_170892302-R	chr6	170088905	170892302	803398	3	361529	170852133	chr6	170811964	170892302	80339	chr6:170671369-171032897	24-chr6_170088905_170892302-R,chr6:170851133-170853133	24-chr6_170088905_170892302-R,chr6:170842133-170862133	.	.
24-chr6_170088905_170892302-M0	chr6	170088905	170892302	803398	3	361529	170490604	chr6	170418299	170562909	144611	chr6:170309840-170671368	24-chr6_170088905_170892302-M0,chr6:170489604-170491604	24-chr6_170088905_170892302-M0,chr6:170480604-170500604	24-chr6_170088905_170892302-M0,chr6:170418299-170562909	.
25-chr7_194258_1434969-L	chr7	194258	1434969	1240712	4	372213	256293	chr7	194258	318328	124071	chr7:70187-442399	25-chr7_194258_1434969-L,chr7:255293-257293	25-chr7_194258_1434969-L,chr7:246293-266293	25-chr7_194258_1434969-L,chr7:194258-318328	.
25-chr7_194258_1434969-R	chr7	194258	1434969	1240712	4	372213	1372934	chr7	1310899	1434969	124071	chr7:1186828-1559040	25-chr7_194258_1434969-R,chr7:1371934-1373934	25-chr7_194258_1434969-R,chr7:1362934-1382934	25-chr7_194258_1434969-R,chr7:1310899-1434969	.
25-chr7_194258_1434969-M0	chr7	194258	1434969	1240712	4	372213	628506	chr7	554064	702948	148885	chr7:442400-814612	25-chr7_194258_1434969-M0,chr7:627506-629506	25-chr7_194258_1434969-M0,chr7:618506-638506	25-chr7_194258_1434969-M0,chr7:554064-702948	.
25-chr7_194258_1434969-M1	chr7	194258	1434969	1240712	4	372213	1000719	chr7	926277	1075161	148885	chr7:814613-1186825	25-chr7_194258_1434969-M1,chr7:999719-1001719	25-chr7_194258_1434969-M1,chr7:990719-1010719	25-chr7_194258_1434969-M1,chr7:926277-1075161	.
26-chr7_9631807_96339203-L	chr7	9631807	96339203	86707397	6	15607331	13967176	chr7	9631807	18302545	8670739	chr7:6163511-21770841	26-chr7_9631807_96339203-L,chr7:13966176-13968176	26-chr7_9631807_96339203-L,chr7:13957176-13977176	26-chr7_9631807_96339203-L,chr7:13867176-14067176	26-chr7_9631807_96339203-L,chr7:13767176-14167176
26-chr7_9631807_96339203-R	chr7	9631807	96339203	86707397	6	15607331	92003834	chr7	87668465	96339203	8670739	chr7:84200169-99807499	26-chr7_9631807_96339203-R,chr7:92002834-92004834	26-chr7_9631807_96339203-R,chr7:91993834-92013834	26-chr7_9631807_96339203-R,chr7:91903834-92103834	26-chr7_9631807_96339203-R,chr7:91803834-92203834
26-chr7_9631807_96339203-M0	chr7	9631807	96339203	86707397	6	15607331	29574507	chr7	26453041	32695973	6242933	chr7:21770842-37378172	26-chr7_9631807_96339203-M0,chr7:29573507-29575507	26-chr7_9631807_96339203-M0,chr7:29564507-29584507	26-chr7_9631807_96339203-M0,chr7:29474507-29674507	26-chr7_9631807_96339203-M0,chr7:29374507-29774507
26-chr7_9631807_96339203-M1	chr7	9631807	96339203	86707397	6	15607331	45181838	chr7	42060372	48303304	6242933	chr7:37378173-52985503	26-chr7_9631807_96339203-M1,chr7:45180838-45182838	26-chr7_9631807_96339203-M1,chr7:45171838-45191838	26-chr7_9631807_96339203-M1,chr7:45081838-45281838	26-chr7_9631807_96339203-M1,chr7:44981838-45381838
26-chr7_9631807_96339203-M2	chr7	9631807	96339203	86707397	6	15607331	60789169	chr7	57667703	63910635	6242933	chr7:52985504-68592834	26-chr7_9631807_96339203-M2,chr7:60788169-60790169	26-chr7_9631807_96339203-M2,chr7:60779169-60799169	26-chr7_9631807_96339203-M2,chr7:60689169-60889169	26-chr7_9631807_96339203-M2,chr7:60589169-60989169
26-chr7_9631807_96339203-M3	chr7	9631807	96339203	86707397	6	15607331	76396500	chr7	73275034	79517966	6242933	chr7:68592835-84200165	26-chr7_9631807_96339203-M3,chr7:76395500-76397500	26-chr7_9631807_96339203-M3,chr7:76386500-76406500	26-chr7_9631807_96339203-M3,chr7:76296500-76496500	26-chr7_9631807_96339203-M3,chr7:76196500-76596500
27-chr7_73150418_74133332-L	chr7	73150418	74133332	982915	3	442312	73199563	chr7	73150418	73248708	98291	chr7:72978408-73420718	27-chr7_73150418_74133332-L,chr7:73198563-73200563	27-chr7_73150418_74133332-L,chr7:73189563-73209563	.	.
27-chr7_73150418_74133332-R	chr7	73150418	74133332	982915	3	442312	74084187	chr7	74035042	74133332	98291	chr7:73863032-74305342	27-chr7_73150418_74133332-R,chr7:74083187-74085187	27-chr7_73150418_74133332-R,chr7:74074187-74094187	.	.
27-chr7_73150418_74133332-M0	chr7	73150418	74133332	982915	3	442312	73641875	chr7	73553413	73730337	176925	chr7:73420720-73863030	27-chr7_73150418_74133332-M0,chr7:73640875-73642875	27-chr7_73150418_74133332-M0,chr7:73631875-73651875	27-chr7_73150418_74133332-M0,chr7:73553413-73730337	.
28-chr7_152557661_154607292-L	chr7	152557661	154607292	2049632	4	614889	152660142	chr7	152557661	152762623	204963	chr7:152352698-152967586	28-chr7_152557661_154607292-L,chr7:152659142-152661142	28-chr7_152557661_154607292-L,chr7:152650142-152670142	28-chr7_152557661_154607292-L,chr7:152560142-152760142	28-chr7_152557661_154607292-L,chr7:152557661-152762623
28-chr7_152557661_154607292-R	chr7	152557661	154607292	2049632	4	614889	154504811	chr7	154402330	154607292	204963	chr7:154197367-154812255	28-chr7_152557661_154607292-R,chr7:154503811-154505811	28-chr7_152557661_154607292-R,chr7:154494811-154514811	28-chr7_152557661_154607292-R,chr7:154404811-154604811	28-chr7_152557661_154607292-R,chr7:154402330-154607292
28-chr7_152557661_154607292-M0	chr7	152557661	154607292	2049632	4	614889	153275031	chr7	153152054	153398008	245955	chr7:152967587-153582475	28-chr7_152557661_154607292-M0,chr7:153274031-153276031	28-chr7_152557661_154607292-M0,chr7:153265031-153285031	28-chr7_152557661_154607292-M0,chr7:153175031-153375031	28-chr7_152557661_154607292-M0,chr7:153152054-153398008
28-chr7_152557661_154607292-M1	chr7	152557661	154607292	2049632	4	614889	153889920	chr7	153766943	154012897	245955	chr7:153582476-154197364	28-chr7_152557661_154607292-M1,chr7:153888920-153890920	28-chr7_152557661_154607292-M1,chr7:153879920-153899920	28-chr7_152557661_154607292-M1,chr7:153789920-153989920	28-chr7_152557661_154607292-M1,chr7:153766943-154012897
28-chr7_157691388_158928217-L	chr7	157691388	158928217	1236830	4	371049	157753229	chr7	157691388	157815070	123683	chr7:157567705-157938753	28-chr7_157691388_158928217-L,chr7:157752229-157754229	28-chr7_157691388_158928217-L,chr7:157743229-157763229	28-chr7_157691388_158928217-L,chr7:157691388-157815070	.
28-chr7_157691388_158928217-R	chr7	157691388	158928217	1236830	4	371049	158866376	chr7	158804535	158928217	123683	chr7:158680852-159051900	28-chr7_157691388_158928217-R,chr7:158865376-158867376	28-chr7_157691388_158928217-R,chr7:158856376-158876376	28-chr7_157691388_158928217-R,chr7:158804535-158928217	.
28-chr7_157691388_158928217-M0	chr7	157691388	158928217	1236830	4	371049	158124278	chr7	158050069	158198487	148419	chr7:157938754-158309802	28-chr7_157691388_158928217-M0,chr7:158123278-158125278	28-chr7_157691388_158928217-M0,chr7:158114278-158134278	28-chr7_157691388_158928217-M0,chr7:158050069-158198487	.
28-chr7_157691388_158928217-M1	chr7	157691388	158928217	1236830	4	371049	158495327	chr7	158421118	158569536	148419	chr7:158309803-158680851	28-chr7_157691388_158928217-M1,chr7:158494327-158496327	28-chr7_157691388_158928217-M1,chr7:158485327-158505327	28-chr7_157691388_158928217-M1,chr7:158421118-158569536	.
29-chr8_360369_2124306-L	chr8	360369	2124306	1763938	4	529181	448565	chr8	360369	536761	176393	chr8:183975-713155	29-chr8_360369_2124306-L,chr8:447565-449565	29-chr8_360369_2124306-L,chr8:438565-458565	29-chr8_360369_2124306-L,chr8:360369-536761	.
29-chr8_360369_2124306-R	chr8	360369	2124306	1763938	4	529181	2036110	chr8	1947914	2124306	176393	chr8:1771520-2300700	29-chr8_360369_2124306-R,chr8:2035110-2037110	29-chr8_360369_2124306-R,chr8:2026110-2046110	29-chr8_360369_2124306-R,chr8:1947914-2124306	.
29-chr8_360369_2124306-M0	chr8	360369	2124306	1763938	4	529181	977746	chr8	871910	1083582	211673	chr8:713156-1242336	29-chr8_360369_2124306-M0,chr8:976746-978746	29-chr8_360369_2124306-M0,chr8:967746-987746	29-chr8_360369_2124306-M0,chr8:877746-1077746	29-chr8_360369_2124306-M0,chr8:871910-1083582
29-chr8_360369_2124306-M1	chr8	360369	2124306	1763938	4	529181	1506927	chr8	1401091	1612763	211673	chr8:1242337-1771517	29-chr8_360369_2124306-M1,chr8:1505927-1507927	29-chr8_360369_2124306-M1,chr8:1496927-1516927	29-chr8_360369_2124306-M1,chr8:1406927-1606927	29-chr8_360369_2124306-M1,chr8:1401091-1612763
30-chr8_8149999_10513046-L	chr8	8149999	10513046	2363048	4	708914	8268151	chr8	8149999	8386303	236305	chr8:7913694-8622608	30-chr8_8149999_10513046-L,chr8:8267151-8269151	30-chr8_8149999_10513046-L,chr8:8258151-8278151	30-chr8_8149999_10513046-L,chr8:8168151-8368151	30-chr8_8149999_10513046-L,chr8:8149999-8386303
30-chr8_8149999_10513046-R	chr8	8149999	10513046	2363048	4	708914	10394894	chr8	10276742	10513046	236305	chr8:10040437-10749351	30-chr8_8149999_10513046-R,chr8:10393894-10395894	30-chr8_8149999_10513046-R,chr8:10384894-10404894	30-chr8_8149999_10513046-R,chr8:10294894-10494894	30-chr8_8149999_10513046-R,chr8:10276742-10513046
30-chr8_8149999_10513046-M0	chr8	8149999	10513046	2363048	4	708914	8977065	chr8	8835283	9118847	283565	chr8:8622608-9331522	30-chr8_8149999_10513046-M0,chr8:8976065-8978065	30-chr8_8149999_10513046-M0,chr8:8967065-8987065	30-chr8_8149999_10513046-M0,chr8:8877065-9077065	30-chr8_8149999_10513046-M0,chr8:8835283-9118847
30-chr8_8149999_10513046-M1	chr8	8149999	10513046	2363048	4	708914	9685979	chr8	9544197	9827761	283565	chr8:9331522-10040436	30-chr8_8149999_10513046-M1,chr8:9684979-9686979	30-chr8_8149999_10513046-M1,chr8:9675979-9695979	30-chr8_8149999_10513046-M1,chr8:9585979-9785979	30-chr8_8149999_10513046-M1,chr8:9544197-9827761
31-chr8_24767877_27361796-L	chr8	24767877	27361796	2593920	4	778176	24897573	chr8	24767877	25027269	259393	chr8:24508485-25286661	31-chr8_24767877_27361796-L,chr8:24896573-24898573	31-chr8_24767877_27361796-L,chr8:24887573-24907573	31-chr8_24767877_27361796-L,chr8:24797573-24997573	31-chr8_24767877_27361796-L,chr8:24767877-25027269
31-chr8_24767877_27361796-R	chr8	24767877	27361796	2593920	4	778176	27232101	chr8	27102405	27361797	259393	chr8:26843013-27621189	31-chr8_24767877_27361796-R,chr8:27231101-27233101	31-chr8_24767877_27361796-R,chr8:27222101-27242101	31-chr8_24767877_27361796-R,chr8:27132101-27332101	31-chr8_24767877_27361796-R,chr8:27102405-27361797
31-chr8_24767877_27361796-M0	chr8	24767877	27361796	2593920	4	778176	25675749	chr8	25520114	25831384	311271	chr8:25286661-26064837	31-chr8_24767877_27361796-M0,chr8:25674749-25676749	31-chr8_24767877_27361796-M0,chr8:25665749-25685749	31-chr8_24767877_27361796-M0,chr8:25575749-25775749	31-chr8_24767877_27361796-M0,chr8:25520114-25831384
31-chr8_24767877_27361796-M1	chr8	24767877	27361796	2593920	4	778176	26453925	chr8	26298290	26609560	311271	chr8:26064837-26843013	31-chr8_24767877_27361796-M1,chr8:26452925-26454925	31-chr8_24767877_27361796-M1,chr8:26443925-26463925	31-chr8_24767877_27361796-M1,chr8:26353925-26553925	31-chr8_24767877_27361796-M1,chr8:26298290-26609560
31-chr8_39818050_42229252-L	chr8	39818050	42229252	2411203	4	723360	39938610	chr8	39818050	40059170	241121	chr8:39576930-40300290	31-chr8_39818050_42229252-L,chr8:39937610-39939610	31-chr8_39818050_42229252-L,chr8:39928610-39948610	31-chr8_39818050_42229252-L,chr8:39838610-40038610	31-chr8_39818050_42229252-L,chr8:39818050-40059170
31-chr8_39818050_42229252-R	chr8	39818050	42229252	2411203	4	723360	42108692	chr8	41988132	42229252	241121	chr8:41747012-42470372	31-chr8_39818050_42229252-R,chr8:42107692-42109692	31-chr8_39818050_42229252-R,chr8:42098692-42118692	31-chr8_39818050_42229252-R,chr8:42008692-42208692	31-chr8_39818050_42229252-R,chr8:41988132-42229252
31-chr8_39818050_42229252-M0	chr8	39818050	42229252	2411203	4	723360	40661970	chr8	40517298	40806642	289345	chr8:40300290-41023650	31-chr8_39818050_42229252-M0,chr8:40660970-40662970	31-chr8_39818050_42229252-M0,chr8:40651970-40671970	31-chr8_39818050_42229252-M0,chr8:40561970-40761970	31-chr8_39818050_42229252-M0,chr8:40517298-40806642
31-chr8_39818050_42229252-M1	chr8	39818050	42229252	2411203	4	723360	41385330	chr8	41240658	41530002	289345	chr8:41023650-41747010	31-chr8_39818050_42229252-M1,chr8:41384330-41386330	31-chr8_39818050_42229252-M1,chr8:41375330-41395330	31-chr8_39818050_42229252-M1,chr8:41285330-41485330	31-chr8_39818050_42229252-M1,chr8:41240658-41530002
32-chr9_280255_3793376-L	chr9	280255	3793376	3513122	5	790452	455911	chr9	280255	631567	351313	chr9:60685-851137	32-chr9_280255_3793376-L,chr9:454911-456911	32-chr9_280255_3793376-L,chr9:445911-465911	32-chr9_280255_3793376-L,chr9:355911-555911	32-chr9_280255_3793376-L,chr9:280255-631567
32-chr9_280255_3793376-R	chr9	280255	3793376	3513122	5	790452	3617720	chr9	3442064	3793376	351313	chr9:3222494-4012946	32-chr9_280255_3793376-R,chr9:3616720-3618720	32-chr9_280255_3793376-R,chr9:3607720-3627720	32-chr9_280255_3793376-R,chr9:3517720-3717720	32-chr9_280255_3793376-R,chr9:3442064-3793376
32-chr9_280255_3793376-M0	chr9	280255	3793376	3513122	5	790452	1246363	chr9	1088273	1404453	316181	chr9:851137-1641589	32-chr9_280255_3793376-M0,chr9:1245363-1247363	32-chr9_280255_3793376-M0,chr9:1236363-1256363	32-chr9_280255_3793376-M0,chr9:1146363-1346363	32-chr9_280255_3793376-M0,chr9:1088273-1404453
32-chr9_280255_3793376-M1	chr9	280255	3793376	3513122	5	790452	2036815	chr9	1878725	2194905	316181	chr9:1641589-2432041	32-chr9_280255_3793376-M1,chr9:2035815-2037815	32-chr9_280255_3793376-M1,chr9:2026815-2046815	32-chr9_280255_3793376-M1,chr9:1936815-2136815	32-chr9_280255_3793376-M1,chr9:1878725-2194905
32-chr9_280255_3793376-M2	chr9	280255	3793376	3513122	5	790452	2827267	chr9	2669177	2985357	316181	chr9:2432041-3222493	32-chr9_280255_3793376-M2,chr9:2826267-2828267	32-chr9_280255_3793376-M2,chr9:2817267-2837267	32-chr9_280255_3793376-M2,chr9:2727267-2927267	32-chr9_280255_3793376-M2,chr9:2669177-2985357
32-chr9_4339192_7141996-L	chr9	4339192	7141996	2802805	4	840841	4479332	chr9	4339192	4619472	280281	chr9:4058912-4899752	32-chr9_4339192_7141996-L,chr9:4478332-4480332	32-chr9_4339192_7141996-L,chr9:4469332-4489332	32-chr9_4339192_7141996-L,chr9:4379332-4579332	32-chr9_4339192_7141996-L,chr9:4339192-4619472
